metabolite_id	metabolite_name	analysis_id	units	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92
ME585772	Carnitine (16:1)	AN004046	MS reading	82585.60498	298915.9582	626734.8924	211728.9155	11284.20134	15525.55334	12614.32844	1724445.098	188442.0971	9964.524561	165988.8765	179989.928	10860.36879	170573.7883	97757.43486	14597.64272	21740.9247	15900.43441	99915.43148	887895.6488	213392.9997	685965.8746	114875.115	4013728.029	108205.9384	18282.44603	11926.18093	21975.32362	12202.39231	1422969.411	12372.78478	363785.6771	1743804.561	15584.31635	18230.45273	12695.16149	241465.0126	1806370.225	1347389.84	14763.48462	159722.1303	15005.57301	28524.12168	890753.7443	1912791.676	22478.76276	88604.27205	1173064.08	13001.54727	9995.548219	13432.99307	103215.7863	136160.9462	13470.93753	15054.31433	10730.02955	11821.92145	6928.157511	802802.3268	10193.31951	6670.837374	49329.681	758252.4716	20112.26995	97263.45334	7908.87199	67412.40401	376148.8196	105924.2259	8640.229601	749617.4157	47338.71358	138182.9838	9709.162996	8897.619275
ME585773	Carnitine (18:0)	AN004046	MS reading	353451.7321	175438.6326	78042.53467	249290.0294	362344.6566	443265.5613	322261.7745	276218.9918	598544.6376	49821.27286	133769.9538	250427.8947	562001.9736	142319.2766	648057.8164	934365.4583	126699.5055	117696.1403	460171.2022	587645.8555	294533.7498	1209219.005	1385181.391	1177933.475	86434.16184	278008.0593	848385.157	882482.8931	483303.4335	599175.5478	144062.1974	470839.1504	283415.1231	562099.6398	576762.0458	492014.256	916331.8534	499378.3607	413494.0159	112488.9666	215960.0975	268034.2894	316457.808	156413.2774	198936.1044	100435.3296	95148.42975	670870.4308	694107.3678	432276.8402	132591.0204	144527.2668	338240.4378	310936.6885	252532.9442	509811.5714	91943.73748	225142.3428	649849.5326	183790.0737	116773.3491	8816.222548	747857.7433	895758.5637	482277.0793	883203.7676	96885.2747	1245627.72	1166436.511	116642.9559	302043.18	430992.9474	121500.3869	331125.9662	175669.69
ME585774	Carnitine (18:1)	AN004046	MS reading	823271.2561	1118329.341	11095.83227	396039.8106	11212.52516	292283.8401	744168.067	15623.59192	1167235.436	670986.7984	2044776.29	291000.5696	10791.38476	842702.7988	13607.10602	14504.91988	523284.1444	141366.7303	716141.0209	362287.8248	15255.30459	326668.7396	18479.04574	449440.8976	627319.6493	918030.4291	933042.8035	564700.1834	609182.3077	262848.358	12294.19402	14732.46911	11772.2969	492701.2322	1309394.676	12614.52303	1085634.69	119367.9253	486548.6304	14669.70836	9759.455215	998647.2805	1897638.117	27192.56894	88564.80755	155069	14042.3684	374671.9128	697237.3767	9932.057444	584688.9272	1705435.954	270382.5639	792436.9233	14958.69075	1053919.186	236438.0837	6884.150511	618972.4282	590011.2722	365126.5399	794772.7977	9438.069541	19984.51872	13952.99398	7858.635584	7676.154766	2124545.71	8288.63237	868987.4748	8303.634068	316772.5435	272728.1806	9647.491313	8841.10244
ME585775	Carnitine (3:0)	AN004046	MS reading	1323210618	1375593305	684733697.1	987872421.6	586212193	2916967917	2673455958	1201325501	6977702600	1659898951	1183555213	2342203914	822301821.8	5497721653	1859935817	2126228816	2122586186	1122662554	1539821187	931974354.1	1268047367	2738206975	770435815.1	306945890.3	1937946311	2794495828	1491631682	1415175635	1308725635	1408520779	1783597197	1856058146	3705216235	2664898520	1904715154	1251196397	3523203666	1316976625	2422763590	4569294709	1235017869	1881497601	1317823562	1508867991	1712536956	3572440238	1960852705	1628336858	775774676.5	3700741361	4485676808	604145035.3	1372158628	1438186039	2069984445	789304477.9	817083164.1	501646959.2	1088846763	1403840629	1946890459	1234719001	614250168.4	901122239.2	1611357037	1502639145	756449447.7	718092124	1144916798	1728822500	1168123909	920914653.3	914727526.3	919232526.2	1912957553
ME585776	Carnitine (4:0)	AN004046	MS reading	75828136.05	65375018.69	56372935.55	65410282.26	32379820.58	55322013.11	404061735.4	57603350.78	132074763.6	242235791	83086461.56	115417896.3	141833379	435100335.7	75309152.05	107042868.9	87388319.35	46814282.34	90193124.02	99120284.73	385630023.1	82420001.36	89299608.23	49811213.49	58790896.59	178210047.1	96421433.42	80591580.78	52778986.31	61919771.7	423014614.3	66827008.42	258933714.2	425175946.1	170366551.3	330828414.6	105417722.6	246914311.3	770887987.7	120169816.8	129341318.5	65136466.44	123893456	198728724.7	102874687.2	100059451.2	138352645.3	281943608.2	109528550.4	123585073.6	181579130.7	79353638.01	305832059.7	61615340.75	106397095.4	44680078.4	31961690.98	31038181.73	64176566.36	387432185.5	39821158.27	34769372.65	36320101.77	60528298.02	67208676.22	59492084.4	36465370.26	38084729.62	51146241.64	54596275.46	61741382.86	55943985.92	31746298.07	39060396.54	53976920
ME585777	Carnitine (5:0)	AN004046	MS reading	26186602.71	252011736	41209059.62	15033317.85	35201581.73	246326339	485981426.4	15221305.2	137879321.9	27147479.21	37940568.17	46468619.83	80390677.01	751767765.3	320517658.5	333440579.1	44670297.65	42008819.47	180191685.8	51846710.43	26147967.03	120406976.4	49314407.23	7804555.587	202938523.6	557714075.5	168683210.9	156516916.5	122609217.7	339118480.7	143325462.8	42034621.47	53448330.46	140735252.5	46171359.26	63033046.69	7648997.403	33874996.82	104973209	15473425.97	46339042.25	22965520.91	277228911.6	24219308.93	27036957.52	75278932.06	35843115.22	52417605.4	50222508.4	74858595.43	111083691.4	99748631.27	63600660.54	34293698.55	23628467.85	20803802.61	18928557.26	20734882.32	39357482.09	59454903.64	46507900.22	83733138.6	31617883.17	32429038.88	36372614.32	52906225.69	23974840.21	15474455	65677019.7	69752622.12	35119631.22	28378139.26	25452615.75	42519406.12	124934925.8
ME585778	Carnitine (6:0)	AN004046	MS reading	68157168.37	63718970.83	87678391.15	34256203.5	14386145.86	53529132.43	56154436.98	31000379.07	20006137.93	47940591.83	60157503.68	75243227.57	52152665.33	48725991.51	29395035.42	62970975.18	44098757.13	10998290.73	37094453.83	14185631.89	32231708.34	21289206.22	24561413.24	26858752.59	37038807.03	48004550.54	46846675.02	55476786.93	38803714.64	34060998.7	23502813.81	30799288.41	87639072.29	75094947.87	71579256.83	45445294.21	54382846.49	50827072.25	112740105	60552285.43	40580464.01	35717257.95	26750136.56	56813998.62	36554941.73	69684503.74	29914138.8	63588096.85	59019493.49	25609236.24	61885647.53	44856702.54	63925414	50250236.78	38378467.16	24495989.12	13230549.19	13189842.77	41337306.81	31664269.02	33419627.26	17661559.48	24009394.63	35868022.14	42632788.26	68532562.55	24378174.7	22751206.91	59100419.88	30350637.53	32306847.38	36528123.35	20674500.11	18574326.55	32871829.67
ME585779	Carnitine (8:0)	AN004046	MS reading	17384982.79	13208683.22	22903220.54	7011642.946	5097015.693	15571681.59	11059663.61	7680410.035	4255814.524	11275855.58	16686678.33	16359214.54	13230549.19	12382621.13	8107503.229	15937342.16	11638448.83	1438733.394	10861199.54	3601231.378	7461267.272	10468385.53	4699603.091	5197773.804	12370217.34	13230549.19	11233043.7	14444780.12	9871595.713	11474191.56	7435247.696	7058886.49	19118704.14	19758044.98	19786136	14831491.69	20554511.74	11725387.4	27439488.22	22156310.01	8187482.011	8506980.745	6728711.513	14531922.8	17699256.74	18134710.28	7478188.189	16393249.85	11984094.49	7846846.848	26511244.04	9217861.809	14984023.38	11507792.85	10690818.69	6293585.924	4039265.424	30306663.99	9402790.43	11620914.79	10667217.7	7253005.056	7746103.918	6021537.276	10467408.22	16966073.15	17856837.62	7335697.748	14998132.25	7622478.387	10004339.8	10251058.9	6559109.91	7044285.433	9818241.704
ME585780	Carnitine (glutaryl)	AN004046	MS reading	7018.75609	153600.7582	5917.054019	35599.95434	151883.5635	86824.9197	39011.38002	8331.564059	42706.37356	60631.04338	911112.3299	42094.7357	1833037.805	46458.51622	7256.236342	326045.8825	1073521.13	78961.86858	686216.209	270457.2225	98409.84989	157165.9836	122644.6809	9978.357849	326696.0278	9687.518732	320637.3316	132741.8658	888262.2345	212152.5307	65101.85805	7856.35664	282648.7389	85876.68802	894041.7113	1469453.692	239884.3526	147874.2236	90140.79741	492013.5769	51664.31399	1589587.956	15114.38692	14500.93111	9445.758328	800913.3056	1559506.182	104304.2781	395079.3123	5296.449962	8141545.326	221789.669	6589.400103	59099.4914	130759.5163	34261.19333	386823.511	3671.098251	332650.2312	64385.48527	721840.192	816951.7252	111118.1993	149353.3149	357898.3082	82025.02049	2285530.691	179406.7724	1004705.985	179755.7755	378856.7145	4613.517325	83644.88041	567993.2138	40246.25673
ME585781	Carnosine	AN004046	MS reading	727209.3022	843713.8442	1520940.316	2637795.905	2534695.975	2787865.141	801374.5271	2219184.705	1273356.405	911434.6632	1661761.693	987284.0397	791386.397	18474.50823	995164.5574	448093.0436	123172.2474	2492851.587	157798.2511	2576614.377	1099239.469	227908.0321	195961.3948	936539.796	299154.9746	190911.355	403274.8655	7346312.744	1451495.512	454414.5085	77353.84091	597338.7766	117725.0931	605185.6693	3120406.603	117601.0135	1172909.317	671575.6817	1527884.833	1342222.415	1035338.188	478069.0004	1428052.92	2936127.195	2548083.997	857436.9484	334600.0274	554815.51	2828988.207	3217969.786	1681657.058	1915558.683	287282.2692	816279.2504	377749.6148	1170347.468	1023813.041	517029.1307	3177404.015	3689897.095	2300014.566	1687428.953	1569532.708	779755.3202	1087010.1	1201635.515	1860125.043	1497719.558	1228555.249	921627.479	1306984.746	3592410.245	1156009.284	4175322.744	1997047.286
ME585782	CDP-ethanolamine	AN004046	MS reading	32533382.06	80910196.19	26565520.71	24458578.45	33246441.42	34702500.51	21665280.32	27993008.13	30556565.42	21255386.33	46692148.19	26843256.94	15935689.8	29999512.78	20685667.06	29752484.61	39367084.24	19904514.49	39274374.89	23292790.89	25348293.15	20550680.35	29389917.1	39458760.81	13230549.19	26063242.3	32564696.5	33254256.72	31381613.32	27996786.41	19155583.65	36827118.21	33905649.25	28797838.74	41725559.28	30800455.33	61357083.29	48239965.17	46381262.21	50325820.63	15876886.97	40930190.03	13663022.38	35301294.6	44879376.09	35941672.55	38648495.82	25229815.06	22322382.38	50831567.96	28739735.14	28649713.94	43190907.79	29691514.44	36540422	31180377.77	41902610.74	41719692.37	44075436.94	34738000.96	41476313.6	47410917.01	25440439.11	34533026.65	38314272.54	49712651.82	42633091.38	45308613.06	45400283.41	49327322.36	61201261.69	50120117.32	45131957.07	31542453.67	37230726.3
ME585783	Choline	AN004046	MS reading	15043614045	2006331155	2264694052	3629165205	3570077839	17632641391	9107441554	20408473277	19614531196	4445918766	38793324414	22675146180	4052701867	14549325154	4776874944	36710193668	22927865002	5804485828	23108166645	4052487704	4732756139	5788805123	8146722959	21387060947	8816453784	5042611024	8320359600	19609666886	6533278486	28051873048	11040847094	8178884954	15377680627	21492103764	23662448863	3501542473	3724900915	21634746923	9148386323	16767146667	9561289522	34084181356	32395341902	14208226110	13159585763	2735305978	16050111205	7347770317	15820803997	38921548252	22884126359	3844087007	11096922682	14206379967	4396486380	4178153653	5370544853	4608651375	4682091566	5622983406	4708058576	7283197511	5316697010	17947172060	15947958250	4106168547	7520290479	17314460215	8797026038	4415786674	8135028817	7769424265	6074805691	9451599046	5485669801
ME585784	cis-4-Hydroxyproline	AN004046	MS reading	9301841.58	30731421.87	22965318.46	5926149.552	47633594.22	18719041.33	11437950.91	14566526.12	25205194.33	21095819.07	25776239.65	22668952.29	14829642.27	40191252.88	26176913.65	22822471.62	26840924.92	23531091.45	45861928.2	9240810.882	23243363.74	29507992.9	17362722.92	57893180.65	7802092.401	25603362.11	27784412.88	37018551.55	35578082.61	27625119	41441944.03	11497650.35	32880548.07	45288899.37	48616607.15	25801120.86	33781299.65	56330600.9	13230549.19	51163464.16	35199763.87	33012471.22	8764990.147	28153702.16	46737444.52	42624894.88	55578812.32	24871894.83	22108835.28	52433264.27	31604098.73	80124060.96	18096434.78	22036196.78	26820197.28	43215939.33	31410703.77	274693640.1	16019489.99	24162507.11	24743793.33	19760262.46	24125550.59	32578091.77	22477932.91	11475373.22	561609110.7	32931797.85	21492866.27	13456166.45	16004389.96	18602153.82	13824128.81	14314654.69	17707576.83
ME585785	Citicoline	AN004046	MS reading	6182481.586	10580629.65	3113051.161	7362406.804	6867898.796	12828206.32	8796864.494	5772080.027	4234199.31	2251380.929	11785154.26	7781314.152	1464288.76	8384441.452	4425400.262	7918412.458	8703708.562	4956958.663	7860557.885	7587831.542	7298074.368	9408051.506	7276355.743	7347355.219	6136467.685	4876121.805	6556466.584	14169207.26	7596506.206	21073134.41	9725428.527	16589521.02	8423344.656	4591336.635	6264473.615	4746779.544	13671964.68	12201392.69	17485733.11	22452831.01	2280306.996	4427317.263	3308744.524	5057819.91	18321964	5185239.307	5472474.577	3972902.671	8419615.67	11550166.48	6400432.969	9124797.744	8754043.519	9317936.208	5212800.325	12403872.77	6439651.545	7274180.677	14759662.73	3661341.146	11269230.65	9302134.276	8551252.185	4850614.824	9669592.246	21564583.5	9245101.062	11482515.92	15388773.66	10456368.36	18769017.14	13596544.02	20570728.62	18678151.58	8589284.934
ME585786	Citrulline	AN004046	MS reading	104589586.6	80338427.3	104437091.8	62264014.79	196949246.5	167394425.6	58899655.23	209207457.3	118922730	51051337.33	281681092.6	153981955.4	204698301	114273567.5	135886350.7	357443578.3	193220273.6	112126507.8	120725716	85464879.48	101751341.4	64463173.05	274570313.4	216042836.7	326485171.6	230440807	273520013.7	256311609.5	188537204	130796259.5	150760839.9	56729815.31	135612049.8	94382830.32	205512808	99590092.43	109340326.5	84072103.7	128748411.3	138336377.1	42530203.76	62727773.86	72624879.42	153141884.4	112119205.1	170186830.1	130837727.6	34972464.82	164023167.4	40592678.98	178017139.1	231688691.5	190931672.4	163881350.4	112132471.8	101194248.7	164985649.6	210006957.3	215264019.9	189258086.1	106866658.8	149783086.6	91337869.57	344522725.3	292842689.5	223538771.8	311206345.2	198126567	180529421.7	135325301.2	146862680.6	178566596.9	78030977.13	207402983.9	209307216
ME585787	CMP-2-aminoethylphosphonate	AN004046	MS reading	597484.6401	929320.8617	492417.5006	1111480.031	1092235.93	646757.4775	829615.1683	345525.2742	1212757.964	1254569.809	544787.4011	616064.1495	788531.295	888498.7175	462295.7368	644303.8064	516271.1455	496280.3136	807623.6134	869577.0704	633371.4277	1407991.445	458975.3584	751035.8232	6497275.279	815617.4167	348292.3813	812118.3098	939097.2111	997577.5422	797309.1521	996078.855	487621.1588	1450309.413	1198698.99	977008.7227	867399.6579	545245.0218	1435431.566	767009.5313	684014.8914	633488.4729	451909.2347	280632.002	1104084.763	486675.3043	659278.1511	450126.9354	948055.4567	695922.1479	464465.9271	662472.4002	1054275.144	326167.2282	404254.4802	461746.3878	520664.2538	440656.2575	654425.1488	742066.2778	783833.9034	1643770.377	387289.9393	514397.9298	425430.9239	925475.7912	646757.327	540286.8476	1080216.805	1217225.405	909272.0339	798808.1291	769226.2745	941398.0894	1173109.837
ME585788	CoenzymeA	AN004046	MS reading	2471450.879	2675108.207	480115.139	927453.3302	2288511.435	5289792.417	2967593.315	1913294.37	4969014.57	1050853.526	10668164.21	2625543.242	563854.1729	3703464.585	755412.7818	7105198.775	6172886.731	3482691.497	3770279.821	717628.0309	1619100.785	1976665.164	4978552.92	4582941.631	1722755.337	4745986.846	102553.2695	2674045.484	3167650.175	1900288.174	1405198.721	4570553.357	1057215.543	2402058.656	990865.0461	587023.2969	1126132.835	1442316.462	1503844.327	2395306.667	1752903.079	2434584.383	6247673.081	6438102.456	3181438.316	1349417.616	1020328.498	121697.4459	2636800.666	3811068.266	115510.3521	832885.5183	2219384.536	3606234.915	1709744.703	1479762.752	2397564.667	843045.9833	997822.7927	2149964.244	919965.469	5122248.799	924642.9582	8320961.591	6607011.275	3143785.293	1566727.183	2720843.748	5887240.503	3434500.746	4745433.477	3249031.965	1932892.72	1969083.135	3464633.558
ME585789	Creatine	AN004046	MS reading	9796643565	7021091986	11854887589	9594300828	10297792884	14135644044	8276712031	13053290153	14371961645	7564953019	14625150059	21052944094	6299312502	15896839585	10658347977	19098971615	18836511303	20948523226	10659150701	7751247477	4847865106	6721324425	10004760854	14932026615	27049160677	12623611254	7923836030	9181043923	10213763429	11775136365	8035821446	14922903376	10183850138	22504919682	29248931883	14997324855	19955707934	23883427953	24028267176	29331023664	16143236313	25281806738	4931354234	24766267970	25136764350	44681865949	18614620486	16705918511	22341499685	17889912595	26906686136	16593708412	17019771897	22836063954	28204470654	16609142964	9061649705	6271656735	10875105508	11521156638	9006260548	13910763504	4915051009	14283302806	13721134759	12199976283	5694098002	16999041013	13344031879	13665953705	17127038506	11286729181	12318947103	12093448342	12137839896
ME585790	Creatinine	AN004046	MS reading	109746518.1	107701694	62641023.49	173717784.2	61950003.64	320004978.4	68924510.86	120251634.1	129140232.2	57112842.35	198673668.3	59231951.21	583419662.5	96199943.48	158965936.4	474563073.2	222626391	123184417	99608973.41	58332280.51	75874898.79	54823212.83	256213086.8	975087671.2	1728806698	22418486.07	65311179.31	65606190.67	113789477.9	111318250.5	62707949.47	71924237.46	273205154.3	103327055	106609260	73219821.59	57668059.24	147450943.4	66812048.85	81171959.5	44206559.16	191509554.2	111891048.9	149640275.9	17483772.14	73683566.67	62802224.48	77580710.74	310661368	28275755.57	426912472	78559444.51	362546955.7	139973374.6	75447611.83	164321167.9	381665853.6	1494877234	327892617.5	258986237.4	495940571.4	456106532.9	154406162.3	66363497.97	328451093.6	573904654.1	2854040536	148119346.2	271774543.6	426373713.4	196068138.6	311969810.3	559022726.3	965564746.8	569497299.9
ME585791	Cystathionine	AN004046	MS reading	6153.693481	2946.115188	5187.776335	130432.1098	5242.335253	40703.60375	5860.276389	7304.697696	281346.3385	2763198.723	7934.337682	45060.467	382474.2973	37873.19091	6361.904261	209934.7397	10100.24658	46694.33716	6965.039806	31066.88996	43177.79612	4042.842198	44267.18196	2143494.962	856427.329	56023.71993	231719.6668	72939.85489	5668.901985	156354.7464	5748.061725	407403.9568	870874.5307	902172.8197	108984.2127	342894.3963	1114398.913	299856.0623	210248.7596	501341.5526	46233.30952	347811.4687	13251.53674	12713.68945	214003.3095	811591.4751	485485.3779	2284047.066	662350.3196	775043.0275	5359358.427	42089.10726	1274527.792	141199.1273	466824.0201	280310.6408	5492.145497	27543.50771	103031.5257	4735.541012	3099.090922	4583.449052	4412.701329	9343.61756	49939.10269	71082.09864	64740.95994	7082.598679	33267.1666	27962.2738	3882.304207	4044.90071	3953.315106	65939.90461	4133.593668
ME585792	Cysteate	AN004046	MS reading	535881.5779	195468.8191	623992.6015	992940.4067	840246.1054	1126166.83	833190.1973	1080495.622	1098320.774	581102.8423	845845.7662	1095906.284	1007788.105	1213001.707	1373877.447	961842.8369	885079.4344	879291.2457	1051386.92	752549.6682	795162.0663	1165508.776	1487607.001	1591944.354	1861950.523	768108.012	521440.7093	2192872.927	1177489.218	1226906.129	1411596.089	440272.9854	979554.9882	1343737.529	926020.0276	764279.9248	1086518.427	1472648.016	1486013.746	1320868.028	2045985.765	1988556.229	1242403.013	2316032.099	920601.9598	899146.8634	763353.0336	940375.6818	5031293.906	942912.3738	2339747.943	995762.3038	2121420.096	1085315.631	1090501.673	729188.2622	586477.0203	655639.1093	625098.7531	1004788.931	489084.5433	1481636.557	610667.2656	962007.4167	749886.5527	511310.8861	552527.3353	739529.041	645609.5454	284281.7574	406965.1887	473591.6129	458896.4135	832861.8332	775832.4334
ME585793	Cystine	AN004046	MS reading	6451.44851	3088.667074	36463.42585	6052.535231	107814.4659	7561.751963	6143.834023	154469.9498	422447.7891	4853.241718	1162580.23	425595.3311	5289.564452	970935.0232	52711.90851	265698.065	52944.80893	124219.8212	7302.052957	5068.898055	285700.7206	4238.460748	1256231.294	71990.87586	6084.260091	839374.2191	5808.670395	682019.4295	492613.1703	5432.919366	483633.2149	295682.0951	112901.156	7590.372608	8879.178651	6183.203925	37970.60908	120045.8008	7524.102863	41083.6089	430208.6763	7308.494501	200127.0885	383688.4463	341853.8564	592406.4927	40385.1488	51897.68521	43171.56314	4868.351853	6542.566277	330455.466	2008812.76	6561.047204	7332.234054	624580.3793	113993.8137	8207000.266	4608.325597	109357.0771	3249.044753	150994.6153	35061.22118	1576186.428	145067.8535	3852.032001	12651596	159006.1346	102461.508	4208.241195	4070.154903	4240.618864	4144.601763	4728.867355	595464.2614
ME585794	Cytidine	AN004046	MS reading	5090.826689	177280.2753	28473.98473	120893.2936	89352.10314	5966.965194	65909.36237	38867.70521	6195.135914	93023.18865	39896.57331	5654.063215	4173.986019	6266.345405	5263.075274	5610.339557	8355.730591	6111.043942	28810.18825	21659.01443	5900.579908	141672.1386	7147.486655	7237.477666	4801.078952	7026.526962	4583.611607	8445.817568	67505.879	25482.42735	4755.255706	96503.39727	4553.391783	76490.1356	41323.90844	29694.36029	408865.2025	88345.24266	32958.77235	40944.68471	3774.8473	5767.120175	10962.72948	10517.77924	6851.173908	8639.305283	36862.97024	5439.259307	45743.00807	50245.78731	41968.01226	76853.24393	153093.2038	5177.310826	36208.55933	4123.892494	185184.7282	187297.2521	57019.5588	25495.55275	2563.815508	579713.6812	3650.538943	7729.786638	68474.47706	67724.32358	102900.7557	5859.291252	85574.40185	105995.0917	418691.5209	174812.5114	88152.03555	89063.17788	44754.29644
ME585795	Cytidine cyclic phosphate	AN004046	MS reading	447246.7466	2109062.416	301887.3723	4361568.207	29935.86979	461967.7874	37119.3162	206414.9404	6294.754195	184270.1463	6669.466099	5744.981003	129036.1597	6367.10874	136504.7527	34455.84081	8490.091408	35301.45361	32663.37166	4064.176598	5995.461705	92628.59097	43865.48063	7353.856886	4878.280686	7139.514078	4657.316448	8581.62699	4765.180299	4356.044155	4831.720598	46594.55311	4626.610687	6085.862132	7119.210072	76391.06665	30753.50008	38473.9106	6032.727912	39217.03385	29180.93451	29299.27843	11139.01105	10686.90597	6961.341333	8778.226003	5518.767684	5526.723031	173926.4053	3903.381259	35498.51282	106333.6625	4856.260524	63035.38317	5878.889994	792999.0991	808153.0768	2705.528461	755844.8476	3980.613317	170537.6734	3852.767464	118224.5581	7854.082226	79236.45432	582673.7819	131785.5177	103676.5687	265743.2714	340396.2567	65651.71495	3400.073105	1561751.032	131154.8275	49648.01628
ME585796	Cytidine diphosphate	AN004046	MS reading	1961557.305	3479184.525	1244397.638	2847368.29	1044976.576	609136.1715	1292830.298	1729596.63	1142146.11	2241329.693	675153.9611	811844.0468	594845.8889	480738.2859	600076.5516	427099.5141	1417881.271	1193843.427	1052431.786	2847750.457	1948668.724	1509964.635	696448.5459	904903.1389	797482.3958	502996.4452	1524434.914	675631.3737	689370.2929	624891.7586	342646.8881	3911099.437	958642.8322	1543063.909	1149990.548	2233244.829	1453081.898	869678.7972	1436245.597	1636963.762	797954.2529	396051.0662	119291.7046	1292249.021	1448420.017	2289440.801	649528.1671	1211514.939	1110067.293	1244201.638	1926567.381	815456.7738	1752650.309	1188013.672	1859038.89	3371999.465	10169669.46	1390514.554	1350052.251	1018493.217	1920497.552	1256065.677	2808698.547	601978.1716	980892.4659	1196602.886	1576164.289	1535541.796	915607.334	2402066.264	1715532.279	1416768.274	2340493.585	600830.1963	780515.6724
ME585797	Cytidine monophosphate	AN004046	MS reading	1452873.561	4390694.969	1734766.786	5624269.24	3249979.991	2593894.675	1869352.623	1871061.075	3065109.831	1547651.483	3360585.336	2327278.904	981958.914	3047290.417	1898725.695	2718348.631	3355390.926	3026773.127	2643985.833	2003280.261	1356118.34	2098742.593	2351758.871	3228333.77	412472.4193	2831129.021	1558175.607	3270765.509	2857910.313	1877061.766	2781734.399	1344090.891	1336547.363	3774067.657	3087159.399	1722966.208	3906308.44	4503462.116	1771208.298	3120183.113	2391214.13	2675632.826	690329.6952	2940347.549	3235892.827	3857759.21	3516980.962	2730363.598	3859705.572	4037946.836	3097470.68	2706694.571	1848977.328	2377690.67	3958391.778	7119449.35	11256969.96	2139474.734	2871950.295	3749310.737	1786702.223	3955922.992	3252764.477	2782172.897	3260615.882	2608758.974	2440662.897	3121252.761	3171982.521	2166233.964	2718793.948	2791704.442	3326698.761	1598508.305	2051312.52
ME585798	Cytidine triphosphate	AN004046	MS reading	8259862.631	21017010.93	8465376.18	7234477.622	6763941.425	2828410.191	7657765.465	4377864.205	5848986.383	13558212.19	4519640.784	7293107.395	3214108.251	1821159.928	2302598.14	2192231.517	7726759.995	8703082.622	6471102.865	9639390.44	7155156.591	6880829.818	2849435.086	5789247.946	3668486.796	4077398.026	7711494.26	4245558.306	2590103.209	3658131.652	2641961.29	19017258	3562705.276	8977576.779	7768998.812	7246455.33	9351133.409	8775619.822	7602408.539	9429580.88	6100480.067	1920876.487	404911.6924	1942387.055	9385233.055	9523614.388	3647449.45	9313905.067	4885127.819	5217305.751	8889055.775	5856405.179	4970639.028	2223808.146	6776161.572	1556648.352	8243123.471	10024526.7	6846497.538	5394276.164	8962319.4	7309476.328	5602874.159	5959798.841	8246839.008	7518614.738	18236261.4	8353147.25	4592095.976	14538473.24	15736668.47	9711068.158	10730098.28	5054258.579	5647442.709
ME585799	Decanoate	AN004046	MS reading	52664.86672	1504638.064	2020701.957	3103606.416	4869622.175	1737407.911	7888441.058	7301165.69	10334359.76	1896889.088	67904.07059	528133.3219	430791.6098	64825.66894	4269422.964	8306073.442	1426215.761	3624354.372	59608.57397	6345746.146	61041.80586	1979736.986	73941.12097	542121.4818	3349717.857	9096504.283	3286003.831	87372.42176	48515.89836	2149805.079	49193.36746	58949.75834	47105.07468	61962.20292	72483.06477	50475.11579	212281.9645	8139670.306	7611980.959	58698.63065	39050.99154	4178560.828	113410.0063	19614785.6	70875.75021	89374.06223	56188.4242	4606090.728	2521424.574	39741.63338	2942353.038	62801.32355	49443.21668	2381963.327	3209071.627	2273149.163	6218570.132	1323736.915	37618.97084	40527.95886	1927980.47	4489791.526	1725883.622	2250319.629	1900287.44	2746387.632	1134778.732	8422625.516	33165.71524	34352.9769	2944513.644	7464665.427	1788689.459	38602.98483	35376.34109
ME585800	Deoxycytidine monophosphate	AN004046	MS reading	765158.9463	1201765.462	905892.1057	682558.7038	616660.25	576280.4396	652188.2694	783600.5129	278029.4808	837789.4173	270509.01	494943.1257	908278.5563	431217.8986	1955160.106	1359306.899	437307.4373	340964.8879	580429.4095	735084.3665	836496.0778	1000794.785	1898812.208	964509.6569	5906946.957	282460.0916	717136.6894	532857.2219	1173535.703	909640.5215	249684.2604	497477.7907	536872.3042	400987.3457	345225.1759	794060.0491	375097.6434	382517.6141	388519.6857	421504.0903	397199.6947	193722.5208	113924.9303	651075.4666	626580.1695	17955.9708	190356.6003	406151.4026	249031.8584	161664.8591	324521.06	356692.9487	1972756.802	322607.1968	92416.72054	176837.5505	328706.298	865773.0755	722666.5873	1018920.812	1391515.73	2062551.305	636693.0831	437499.2901	474894.6099	1398507.992	1340936.152	663443.589	1537093.945	1909826.79	756699.8328	922042.3648	1387349.31	1772920.111	2167837.566
